,win,loss,76人,公牛,凯尔特人,勇士,国王,太阳,奇才,尼克斯,开拓者,快船,掘金,无主队,森林狼,步行者,活塞,湖人,火箭,灰熊,热火,爵士,独行侠,猛龙,篮网,老鹰,雄鹿,雷霆,马刺,骑士,魔术,鹈鹕,黄蜂
1079,太阳,奇才,2.0,2.0,8.0,8.0,0.0,29.0,7.0,3.0,1.0,2.0,2.0,192.0,1.0,0.0,0.0,11.0,15.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
1080,凯尔特人,国王,0.0,4.0,159.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,307.0,0.0,0.0,0.0,32.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,0.0,0.0,0.0
1081,勇士,快船,1.0,2.0,18.0,79.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,553.0,0.0,0.0,0.0,29.0,24.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,18.0,10.0,7.0,1.0,0.0,1.0
1082,掘金,猛龙,3.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,49.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1083,步行者,马刺,0.0,1.0,27.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,372.0,1.0,12.0,0.0,14.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,26.0,65.0,5.0,0.0,0.0,0.0
1084,步行者,国王,2.0,0.0,9.0,9.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,165.0,1.0,47.0,0.0,3.0,7.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,1.0,0.0,7.0
1085,凯尔特人,马刺,6.0,5.0,133.0,22.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,517.0,7.0,0.0,0.0,24.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,68.0,18.0,0.0,0.0,0.0
1086,雷霆,雄鹿,4.0,2.0,11.0,7.0,0.0,3.0,1.0,66.0,1.0,1.0,0.0,602.0,3.0,1.0,0.0,16.0,11.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,92.0,11.0,27.0,1.0,0.0,5.0
1087,湖人,活塞,2.0,2.0,12.0,11.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,434.0,3.0,1.0,3.0,112.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,24.0,0.0,0.0,1.0
1088,鹈鹕,骑士,2.0,3.0,14.0,44.0,3.0,0.0,1.0,6.0,1.0,1.0,1.0,542.0,5.0,1.0,0.0,32.0,21.0,0.0,7.0,0.0,11.0,0.0,4.0,1.0,1.0,14.0,23.0,46.0,0.0,6.0,1.0
1089,太阳,篮网,3.0,0.0,7.0,8.0,1.0,27.0,0.0,0.0,1.0,4.0,4.0,384.0,0.0,2.0,1.0,61.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,19.0,0.0,0.0,0.0
1090,黄蜂,灰熊,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,116.0,1.0,0.0,0.0,1.0,13.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,6.0,2.0,1.0,0.0,30.0
1091,森林狼,热火,2.0,0.0,1.0,5.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,129.0,25.0,0.0,0.0,6.0,8.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,4.0,0.0,1.0,0.0
1092,76人,火箭,28.0,5.0,11.0,25.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,925.0,11.0,9.0,0.0,40.0,106.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,10.0,38.0,29.0,1.0,0.0,2.0
1093,爵士,小牛,3.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,99.0,13.0,0.0,0.0,14.0,8.0,0.0,1.0,10.0,34.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,2.0
1094,尼克斯,掘金,1.0,2.0,14.0,6.0,0.0,2.0,1.0,52.0,1.0,5.0,1.0,334.0,2.0,0.0,0.0,34.0,29.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,13.0,15.0,16.0,0.0,0.0,2.0
1095,魔术,鹈鹕,1.0,2.0,3.0,5.0,9.0,3.0,0.0,2.0,0.0,0.0,1.0,270.0,1.0,1.0,0.0,7.0,19.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,19.0,16.0,7.0,13.0,0.0
1096,猛龙,开拓者,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,77.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1097,活塞,勇士,6.0,18.0,40.0,69.0,0.0,1.0,0.0,3.0,2.0,15.0,0.0,1079.0,6.0,0.0,8.0,39.0,75.0,5.0,9.0,0.0,11.0,0.0,1.0,2.0,0.0,22.0,50.0,81.0,0.0,1.0,9.0
1098,雄鹿,老鹰,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,125.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0
1099,尼克斯,骑士,7.0,9.0,35.0,65.0,0.0,6.0,0.0,36.0,3.0,5.0,1.0,1032.0,2.0,3.0,1.0,44.0,51.0,6.0,11.0,1.0,9.0,0.0,3.0,2.0,1.0,43.0,36.0,92.0,0.0,0.0,1.0
1100,黄蜂,魔术,0.0,4.0,20.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,162.0,1.0,0.0,2.0,8.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,11.0,0.0,0.0,25.0
1101,奇才,国王,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1102,灰熊,火箭,2.0,2.0,10.0,13.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,590.0,1.0,0.0,0.0,15.0,121.0,63.0,3.0,2.0,7.0,0.0,1.0,0.0,0.0,5.0,27.0,18.0,0.0,1.0,7.0
1103,掘金,篮网,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,0.0,4.0,2.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1104,勇士,奇才,2.0,10.0,12.0,157.0,0.0,0.0,24.0,0.0,2.0,6.0,0.0,1039.0,1.0,13.0,0.0,39.0,24.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,8.0,12.0,2.0,2.0,5.0
1105,凯尔特人,热火,0.0,0.0,88.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,8.0,0.0
1106,雷霆,公牛,1.0,2.0,2.0,6.0,0.0,0.0,0.0,51.0,0.0,1.0,1.0,195.0,0.0,3.0,0.0,7.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,1.0,5.0,0.0,0.0,0.0
1107,活塞,快船,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,191.0,0.0,0.0,4.0,5.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,1.0
1108,尼克斯,篮网,0.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,160.0,0.0,0.0,0.0,11.0,9.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,7.0,1.0,5.0,12.0,0.0,0.0,2.0
1109,开拓者,太阳,1.0,0.0,1.0,2.0,0.0,12.0,0.0,1.0,4.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0
1110,76人,活塞,33.0,40.0,8.0,17.0,0.0,3.0,6.0,4.0,2.0,1.0,1.0,434.0,4.0,2.0,2.0,28.0,24.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,12.0,51.0,53.0,0.0,0.0,2.0
1111,猛龙,湖人,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,459.0,1.0,0.0,0.0,118.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0
1112,森林狼,雷霆,3.0,5.0,22.0,14.0,0.0,2.0,1.0,29.0,2.0,2.0,0.0,602.0,22.0,3.0,0.0,29.0,67.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,44.0,20.0,18.0,0.0,0.0,2.0
1113,魔术,马刺,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,283.0,0.0,0.0,1.0,17.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,53.0,13.0,4.0,0.0,0.0
1114,掘金,老鹰,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,46.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
1115,森林狼,爵士,0.0,1.0,2.0,7.0,1.0,1.0,0.0,9.0,0.0,2.0,0.0,212.0,56.0,0.0,0.0,8.0,9.0,3.0,2.0,18.0,10.0,0.0,0.0,7.0,0.0,10.0,10.0,2.0,0.0,0.0,3.0
1116,快船,开拓者,3.0,3.0,46.0,19.0,0.0,2.0,1.0,4.0,6.0,55.0,0.0,622.0,54.0,3.0,1.0,23.0,92.0,0.0,13.0,2.0,1.0,1.0,1.0,0.0,12.0,11.0,24.0,28.0,0.0,0.0,2.0
1117,灰熊,小牛,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,4.0,4.0,13.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,1.0
1118,鹈鹕,国王,1.0,2.0,24.0,15.0,1.0,8.0,0.0,5.0,0.0,1.0,1.0,333.0,1.0,0.0,0.0,15.0,20.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,2.0,8.0,28.0,24.0,1.0,5.0,0.0
1119,凯尔特人,雄鹿,3.0,1.0,152.0,29.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,357.0,2.0,0.0,0.0,15.0,15.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,4.0,18.0,6.0,33.0,0.0,1.0,0.0
1120,湖人,奇才,27.0,2.0,8.0,11.0,0.0,2.0,8.0,0.0,0.0,3.0,0.0,523.0,3.0,0.0,0.0,217.0,21.0,1.0,3.0,0.0,8.0,1.0,0.0,0.0,2.0,4.0,18.0,9.0,0.0,0.0,2.0
1121,公牛,老鹰,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,2.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
1122,猛龙,76人,37.0,1.0,4.0,5.0,0.0,1.0,0.0,7.0,3.0,10.0,0.0,226.0,0.0,0.0,1.0,37.0,6.0,0.0,2.0,0.0,3.0,22.0,0.0,0.0,0.0,8.0,11.0,4.0,0.0,0.0,0.0
1123,黄蜂,掘金,2.0,2.0,0.0,3.0,3.0,0.0,5.0,2.0,6.0,0.0,2.0,187.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,1.0,0.0,11.0
1124,小牛,灰熊,0.0,0.0,3.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,260.0,1.0,0.0,0.0,30.0,28.0,6.0,2.0,0.0,37.0,1.0,0.0,1.0,1.0,2.0,9.0,2.0,0.0,0.0,2.0
1125,太阳,爵士,0.0,0.0,1.0,5.0,0.0,45.0,0.0,1.0,0.0,2.0,0.0,205.0,2.0,0.0,8.0,12.0,33.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,8.0,6.0,2.0,0.0,0.0
1126,马刺,热火,1.0,3.0,3.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,8.0,17.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,182.0,12.0,0.0,0.0,1.0
1127,篮网,骑士,6.0,5.0,59.0,31.0,2.0,46.0,3.0,3.0,3.0,4.0,0.0,1377.0,4.0,2.0,0.0,57.0,37.0,1.0,24.0,1.0,4.0,0.0,23.0,0.0,0.0,11.0,28.0,136.0,1.0,0.0,2.0
1128,火箭,绝杀76人,11.0,9.0,16.0,50.0,0.0,2.0,2.0,5.0,2.0,10.0,0.0,1067.0,2.0,0.0,0.0,38.0,237.0,1.0,7.0,2.0,4.0,1.0,1.0,2.0,0.0,17.0,50.0,36.0,2.0,0.0,1.0
1129,雷霆,步行者,1.0,0.0,3.0,8.0,2.0,0.0,0.0,49.0,5.0,2.0,0.0,357.0,0.0,4.0,0.0,9.0,12.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,63.0,10.0,1.0,0.0,0.0,0.0
1130,鹈鹕,湖人,4.0,3.0,35.0,19.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,628.0,6.0,1.0,5.0,145.0,39.0,3.0,2.0,8.0,6.0,0.0,0.0,0.0,2.0,2.0,63.0,37.0,0.0,6.0,1.0
1131,步行者,森林狼,1.0,1.0,2.0,4.0,0.0,8.0,0.0,10.0,0.0,4.0,0.0,305.0,24.0,3.0,1.0,7.0,9.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,11.0,2.0,1.0,0.0,3.0
1132,快船,爵士,1.0,4.0,9.0,10.0,1.0,1.0,0.0,2.0,3.0,55.0,0.0,316.0,0.0,3.0,12.0,8.0,47.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,16.0,7.0,0.0,0.0,1.0
1133,马刺,猛龙,1.0,2.0,8.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,539.0,2.0,0.0,0.0,15.0,18.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,185.0,28.0,0.0,0.0,1.0
1134,骑士,公牛,2.0,9.0,3.0,4.0,0.0,10.0,0.0,3.0,6.0,2.0,3.0,432.0,1.0,0.0,1.0,6.0,17.0,1.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,22.0,56.0,0.0,0.0,0.0
1135,开拓者,鹈鹕,2.0,4.0,29.0,3.0,1.0,0.0,2.0,5.0,8.0,1.0,1.0,278.0,0.0,0.0,0.0,29.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,24.0,17.0,0.0,7.0,1.0
1136,凯尔特人,尼克斯,1.0,1.0,160.0,7.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,308.0,1.0,1.0,0.0,29.0,14.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,12.0,14.0,0.0,0.0,0.0
1137,雄鹿,黄蜂,1.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,197.0,1.0,0.0,1.0,36.0,15.0,1.0,9.0,0.0,1.0,0.0,2.0,0.0,4.0,17.0,9.0,15.0,1.0,0.0,6.0
1138,灰熊,火箭,6.0,4.0,15.0,37.0,1.0,5.0,1.0,1.0,0.0,15.0,0.0,1293.0,5.0,2.0,1.0,32.0,348.0,16.0,22.0,3.0,3.0,0.0,10.0,0.0,1.0,19.0,45.0,29.0,2.0,2.0,0.0
1139,灰熊,勇士,46.0,6.0,43.0,159.0,1.0,1.0,1.0,2.0,9.0,5.0,0.0,1531.0,5.0,0.0,0.0,76.0,79.0,56.0,33.0,2.0,18.0,0.0,0.0,0.0,1.0,36.0,97.0,35.0,1.0,0.0,9.0
1140,热火,老鹰,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
1141,篮网,老鹰,0.0,1.0,8.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,357.0,1.0,0.0,0.0,61.0,12.0,0.0,7.0,7.0,0.0,0.0,10.0,2.0,1.0,4.0,4.0,13.0,0.0,1.0,0.0
1142,森林狼,雷霆,10.0,10.0,34.0,41.0,0.0,7.0,2.0,55.0,3.0,39.0,4.0,1556.0,36.0,4.0,0.0,99.0,166.0,3.0,18.0,3.0,22.0,3.0,1.0,1.0,1.0,47.0,87.0,54.0,1.0,1.0,2.0
1143,奇才,掘金,3.0,0.0,1.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,1.0,111.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,1.0
1144,魔术,骑士,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,357.0,0.0,0.0,0.0,47.0,21.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,16.0,42.0,5.0,0.0,2.0
1145,太阳,国王,1.0,1.0,6.0,4.0,3.0,33.0,0.0,0.0,1.0,2.0,0.0,113.0,0.0,1.0,0.0,16.0,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
1146,雄鹿,开拓者,5.0,1.0,12.0,12.0,0.0,0.0,1.0,2.0,6.0,3.0,2.0,446.0,5.0,1.0,0.0,39.0,57.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,7.0,13.0,19.0,49.0,0.0,0.0,1.0
1147,活塞,尼克斯,0.0,6.0,3.0,4.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,127.0,1.0,1.0,5.0,8.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,1.0,0.0,0.0
1148,快船,太阳,1.0,0.0,8.0,5.0,0.0,6.0,1.0,0.0,1.0,18.0,1.0,344.0,3.0,1.0,1.0,44.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,34.0,0.0,0.0,0.0
1149,掘金,国王,0.0,1.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,7.0,135.0,1.0,0.0,0.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0
1150,火箭,小牛,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,267.0,1.0,0.0,0.0,9.0,165.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0
1151,凯尔特人,胜76人,29.0,3.0,95.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,435.0,2.0,0.0,0.0,21.0,10.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0
1152,热火,步行者,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,7.0,0.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
1153,篮网,魔术,0.0,3.0,38.0,0.0,0.0,1.0,0.0,1.0,2.0,14.0,0.0,236.0,0.0,2.0,3.0,81.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,24.0,2.0,2.0,0.0,1.0
1154,爵士,掘金,3.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,135.0,13.0,0.0,0.0,0.0,7.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0
1155,骑士,雄鹿,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,494.0,3.0,0.0,0.0,27.0,16.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,106.0,0.0,0.0,0.0
1156,黄蜂,老鹰,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,136.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,0.0,16.0
1157,国王,小牛,0.0,2.0,0.0,7.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,1.0
1158,开拓者,步行者,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,37.0,1.0,0.0,54.0,0.0,8.0,0.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,10.0,2.0,0.0,0.0,0.0
1159,奇才,活塞,1.0,0.0,2.0,2.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1160,步行者,篮网,3.0,1.0,8.0,6.0,0.0,7.0,2.0,1.0,1.0,5.0,0.0,427.0,2.0,3.0,0.0,109.0,43.0,0.0,3.0,3.0,1.0,0.0,15.0,0.0,0.0,9.0,5.0,16.0,0.0,0.0,2.0
1161,快船,湖人,9.0,3.0,51.0,22.0,1.0,3.0,1.0,2.0,3.0,20.0,0.0,945.0,3.0,4.0,6.0,195.0,76.0,1.0,3.0,3.0,5.0,0.0,6.0,1.0,1.0,25.0,24.0,29.0,1.0,0.0,1.0
1162,猛龙,公牛,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0
1163,魔术,热火,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,2.0,2.0,6.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0
1164,马刺,森林狼,3.0,3.0,10.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,460.0,16.0,0.0,0.0,12.0,17.0,2.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,6.0,159.0,7.0,0.0,1.0,0.0
1165,火箭,勇士,8.0,8.0,18.0,60.0,2.0,5.0,3.0,7.0,12.0,37.0,1.0,1882.0,20.0,3.0,2.0,139.0,349.0,1.0,7.0,1.0,9.0,1.0,2.0,2.0,8.0,60.0,122.0,86.0,0.0,0.0,5.0
1166,开拓者,太阳,3.0,5.0,13.0,15.0,1.0,3.0,0.0,2.0,19.0,3.0,1.0,250.0,3.0,0.0,0.0,24.0,28.0,4.0,1.0,30.0,7.0,0.0,0.0,0.0,2.0,10.0,11.0,17.0,0.0,1.0,4.0
1167,火箭,国王,0.0,0.0,6.0,6.0,6.0,0.0,1.0,2.0,0.0,4.0,0.0,450.0,0.0,1.0,2.0,22.0,166.0,7.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,13.0,2.0,0.0,1.0,3.0
1168,奇才,76人,13.0,7.0,5.0,6.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,170.0,3.0,0.0,0.0,19.0,31.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0,8.0,0.0,0.0,1.0
1169,活塞,黄蜂,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.0,2.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,9.0
1170,老鹰,小牛,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
1171,灰熊,鹈鹕,4.0,2.0,3.0,10.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,445.0,6.0,0.0,0.0,30.0,32.0,8.0,7.0,0.0,18.0,5.0,3.0,0.0,1.0,14.0,26.0,18.0,0.0,6.0,1.0
