,win,loss,76人,公牛,凯尔特人,勇士,国王,太阳,奇才,尼克斯,开拓者,快船,掘金,无主队,森林狼,步行者,活塞,湖人,火箭,灰熊,热火,爵士,独行侠,猛龙,篮网,老鹰,雄鹿,雷霆,马刺,骑士,魔术,鹈鹕,黄蜂
102,湖人,灰熊,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,237.0,0.0,0.0,0.0,73.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,6.0,0.0
103,马刺,爵士,2.0,1.0,9.0,4.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,755.0,5.0,0.0,1.0,12.0,31.0,1.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,34.0,210.0,11.0,0.0,0.0,0.0
104,雷霆,热火,0.0,1.0,2.0,12.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,336.0,0.0,10.0,0.0,10.0,27.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,24.0,0.0,0.0,0.0
105,森林狼,尼克斯,0.0,0.0,2.0,6.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,144.0,21.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
106,火箭,活塞,0.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0,713.0,0.0,0.0,4.0,11.0,183.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,17.0,32.0,0.0,0.0,0.0
107,凯尔特人,开拓者,1.0,0.0,123.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,402.0,11.0,0.0,0.0,4.0,14.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0
108,雄鹿,公牛,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
109,掘金,奇才,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
110,步行者,快船,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,35.0,0.0,3.0,0.0,1.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0
111,猛龙,篮网,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0
112,黄蜂,灰熊,3.0,3.0,32.0,84.0,2.0,6.0,2.0,2.0,3.0,3.0,4.0,968.0,9.0,1.0,2.0,46.0,84.0,2.0,9.0,4.0,8.0,0.0,1.0,1.0,0.0,28.0,47.0,69.0,1.0,1.0,12.0
113,国王,老鹰,2.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0
114,76人,魔术,16.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,116.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0
115,掘金,公牛,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0
116,爵士,独行侠,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,3.0,16.0,3.0,0.0,0.0,1.0
117,开拓者,勇士,3.0,1.0,6.0,46.0,1.0,2.0,1.0,3.0,21.0,1.0,0.0,791.0,0.0,0.0,0.0,23.0,135.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,24.0,14.0,3.0,1.0,1.0
118,76人,灰熊,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,55.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0
119,马刺,奇才,2.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,255.0,0.0,0.0,0.0,1.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.0,18.0,0.0,0.0,0.0
120,鹈鹕,步行者,6.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,172.0,0.0,2.0,0.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,10.0,1.0
121,热火,尼克斯,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
122,快船,雄鹿,7.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,74.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0
123,湖人,魔术,3.0,1.0,4.0,32.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,730.0,1.0,0.0,0.0,176.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,13.0,0.0
124,凯尔特人,雷霆,2.0,5.0,138.0,28.0,0.0,3.0,2.0,3.0,3.0,7.0,0.0,1199.0,6.0,2.0,0.0,28.0,110.0,0.0,11.0,3.0,8.0,2.0,2.0,0.0,0.0,36.0,28.0,40.0,1.0,0.0,25.0
125,火箭,开拓者,1.0,3.0,12.0,49.0,0.0,1.0,1.0,2.0,9.0,10.0,1.0,1078.0,1.0,0.0,2.0,26.0,259.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,7.0,7.0,36.0,32.0,1.0,0.0,1.0
126,森林狼,快船,3.0,3.0,3.0,2.0,0.0,0.0,1.0,20.0,0.0,2.0,0.0,181.0,23.0,3.0,0.0,4.0,15.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0
127,活塞,太阳,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,0.0,42.0,0.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,老鹰,爵士,5.0,2.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,211.0,7.0,0.0,0.0,4.0,14.0,0.0,0.0,10.0,17.0,0.0,0.0,1.0,0.0,5.0,51.0,10.0,0.0,2.0,0.0
129,猛龙,魔术,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,14.0,0.0,0.0
130,鹈鹕,独行侠,0.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,117.0,4.0,0.0,0.0,4.0,7.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2.0
131,活塞,国王,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
132,骑士,雄鹿,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,450.0,2.0,0.0,0.0,5.0,27.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,22.0,138.0,0.0,0.0,0.0
133,步行者,湖人,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,142.0,2.0,2.0,0.0,63.0,16.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0
134,篮网,灰熊,1.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,0.0,0.0,0.0,11.0,13.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0
135, 76人,黄蜂,63.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,185.0,0.0,1.0,0.0,3.0,14.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,33.0,2.0,1.0,0.0,12.0
136,尼克斯,公牛,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
137,火箭,雄鹿,2.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,465.0,4.0,0.0,1.0,8.0,144.0,1.0,4.0,0.0,2.0,7.0,4.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,1.0
138,火箭,鹈鹕,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,396.0,1.0,0.0,0.0,3.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0
139,开拓者,快船,1.0,1.0,2.0,2.0,0.0,0.0,0.0,14.0,28.0,2.0,0.0,180.0,0.0,0.0,0.0,11.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,4.0,9.0,0.0,0.0,0.0
140,火箭,森林狼,1.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,518.0,2.0,0.0,0.0,13.0,193.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,8.0,28.0,0.0,3.0,1.0
141,76人,篮网,65.0,5.0,6.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,229.0,0.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0
142,雷霆,猛龙,7.0,0.0,0.0,4.0,1.0,5.0,0.0,10.0,1.0,2.0,0.0,462.0,3.0,3.0,0.0,30.0,18.0,1.0,6.0,0.0,1.0,25.0,4.0,0.0,0.0,47.0,29.0,18.0,0.0,3.0,1.0
143,鹈鹕,凯尔特人,0.0,1.0,78.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,349.0,1.0,0.0,1.0,3.0,6.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,7.0,8.0,0.0,19.0,4.0
144,勇士,太阳,0.0,1.0,2.0,49.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,538.0,4.0,0.0,0.0,11.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0
145,骑士,公牛,0.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,373.0,1.0,0.0,0.0,3.0,16.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0,5.0,81.0,0.0,0.0,0.0
146,尼克斯,黄蜂,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
147,马刺,森林狼,0.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,450.0,4.0,0.0,1.0,9.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,2.0,0.0,0.0,0.0
148,开拓者,活塞,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,29.0,0.0,0.0,92.0,0.0,0.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0
149,爵士,国王,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,31.0,7.0,0.0,0.0,0.0,0.0,9.0,39.0,1.0,0.0,0.0,0.0
150,灰熊,掘金,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,426.0,0.0,2.0,0.0,23.0,43.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,11.0,41.0,3.0,0.0,0.0,1.0
151,热火,湖人,1.0,8.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,579.0,13.0,0.0,0.0,91.0,29.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,45.0,24.0,0.0,0.0,0.0
152,篮网,独行侠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,0.0,0.0,11.0,18.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0
153,雄鹿,老鹰,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0
154,国王,勇士,1.0,1.0,3.0,51.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,465.0,2.0,0.0,0.0,4.0,79.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0
155,奇才,步行者,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156,雷霆,国王,2.0,4.0,9.0,32.0,3.0,1.0,0.0,8.0,1.0,1.0,0.0,661.0,2.0,3.0,0.0,16.0,56.0,2.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,55.0,12.0,17.0,0.0,2.0,2.0
157,独行侠,灰熊,0.0,1.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,233.0,0.0,0.0,0.0,4.0,22.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0
158,凯尔特人,魔术,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
159,雷霆,快船,1.0,12.0,6.0,8.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,531.0,1.0,1.0,2.0,20.0,56.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,66.0,7.0,10.0,0.0,0.0,0.0
160,猛龙,独行侠,2.0,1.0,13.0,7.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,250.0,1.0,0.0,0.0,4.0,30.0,0.0,6.0,1.0,30.0,5.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0
161,掘金,活塞,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,82.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0
162,爵士,太阳,0.0,2.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,184.0,21.0,0.0,0.0,34.0,10.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,5.0,0.0,0.0,1.0
163,开拓者,骑士,25.0,4.0,8.0,9.0,0.0,4.0,0.0,3.0,15.0,1.0,0.0,628.0,2.0,0.0,0.0,69.0,43.0,0.0,6.0,1.0,8.0,3.0,1.0,1.0,0.0,8.0,44.0,115.0,1.0,0.0,1.0
164,火箭,快船,0.0,1.0,3.0,11.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,551.0,3.0,0.0,1.0,2.0,157.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,32.0,8.0,0.0,2.0,0.0
165,马刺,鹈鹕,0.0,1.0,12.0,18.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,607.0,1.0,1.0,0.0,8.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,1.0,0.0,12.0,2.0
166,猛龙,步行者,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,6.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,39.0,0.0,0.0,0.0,1.0,9.0,3.0,1.0,0.0,1.0
167,公牛,灰熊,1.0,1.0,17.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,287.0,1.0,0.0,0.0,13.0,28.0,6.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,1.0
168,76人,尼克斯,65.0,1.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0
169,黄蜂,老鹰,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,19.0,4.0,0.0,3.0
170,勇士,湖人,0.0,0.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,312.0,0.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,2.0,0.0,0.0,0.0
171,国王,热火,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,6.0,6.0,0.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0
172,奇才,凯尔特人,3.0,0.0,73.0,6.0,0.0,2.0,5.0,4.0,0.0,4.0,0.0,361.0,0.0,0.0,1.0,5.0,32.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,23.0,17.0,0.0,0.0,1.0
173,魔术,雄鹿,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,172.0,0.0,0.0,1.0,4.0,10.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,11.0,0.0,0.0,2.0,1.0
174,骑士,太阳,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,223.0,0.0,0.0,0.0,3.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,1.0
175,森林狼,奇才,0.0,0.0,14.0,2.0,0.0,0.0,1.0,16.0,2.0,0.0,0.0,270.0,35.0,2.0,0.0,8.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,29.0,1.0,0.0,0.0,0.0
176,雷霆,老鹰,4.0,1.0,0.0,8.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,281.0,0.0,3.0,0.0,7.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,7.0,0.0,0.0,2.0
177,马刺,魔术,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,215.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,8.0,0.0,1.0,0.0
178,独行侠,尼克斯,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,146.0,0.0,0.0,0.0,7.0,20.0,0.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0
179,步行者, 76人,22.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,10.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0
180,猛龙,篮网,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,2.0,1.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0
181,爵士,活塞,1.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,4.0,1.0,1.0,5.0,18.0,0.0,2.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0
182,鹈鹕,黄蜂,0.0,1.0,15.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,15.0
183,快船,公牛,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0
184,雄鹿,灰熊,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,111.0,0.0,0.0,1.0,9.0,24.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0
185,步行者,凯尔特人,0.0,0.0,98.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2.0,10.0,0.0,6.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
186,火箭,马刺,4.0,2.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,542.0,1.0,1.0,0.0,12.0,163.0,0.0,2.0,0.0,1.0,15.0,1.0,0.0,0.0,4.0,49.0,10.0,0.0,1.0,4.0
187,勇士,马刺,2.0,0.0,2.0,71.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,649.0,3.0,0.0,0.0,35.0,72.0,7.0,4.0,1.0,2.0,12.0,0.0,1.0,0.0,6.0,58.0,19.0,0.0,5.0,0.0
188,掘金,湖人,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,33.0,457.0,0.0,0.0,0.0,128.0,16.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,15.0
189,开拓者,热火,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,179.0,1.0,0.0,0.0,6.0,15.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
190,雷霆,国王,5.0,1.0,5.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0
191,火箭,独行侠,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,608.0,2.0,0.0,0.0,5.0,159.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,29.0,0.0,1.0,0.0
192,爵士,鹈鹕,3.0,0.0,2.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,209.0,2.0,1.0,0.0,6.0,17.0,1.0,2.0,31.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0
193,湖人,骑士,13.0,3.0,12.0,23.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,1062.0,3.0,1.0,0.0,132.0,62.0,1.0,10.0,0.0,3.0,0.0,1.0,0.0,1.0,16.0,22.0,45.0,1.0,0.0,1.0
194,76人,篮网,50.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0
195,热火,奇才,0.0,3.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,4.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
196, 猛龙,尼克斯,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,5.0
197,掘金,国王,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
198,凯尔特人,森林狼,1.0,0.0,30.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0,20.0,0.0,0.0,7.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0
199,热火,活塞,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,159.0,0.0,0.0,11.0,2.0,8.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
200,雷霆,马刺,0.0,1.0,5.0,27.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,438.0,2.0,1.0,0.0,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,33.0,0.0,1.0,0.0
201,快船,骑士,8.0,0.0,4.0,6.0,0.0,0.0,3.0,2.0,2.0,13.0,0.0,349.0,1.0,0.0,2.0,14.0,24.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,44.0,24.0,0.0,0.0,0.0
202,黄蜂,太阳,0.0,1.0,3.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,8.0
203,公牛,独行侠,3.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,235.0,0.0,1.0,0.0,7.0,16.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,2.0,26.0,5.0,0.0,0.0,0.0
